molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL540892,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL534505,CNC(=O)[C@@H](C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL536993,CNC(=O)CCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL536760,CC[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(N)=O.Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL536082,CNC(=O)CCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL540885,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H](C)CC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL536530,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)CN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,IC50,27.0,nM,B,Homo sapiens,Homo sapiens,7.569
CHEMBL537211,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H](C)CC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL536761,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H](CO)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL536748,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCOCC2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL537667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(N)=O)C(C)C)ccc1OC.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL536294,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(=O)O)C(C)C)ccc1OC.Cl,IC50,12.0,nM,B,Homo sapiens,Homo sapiens,7.921
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL536083,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCc2ccncc2)c1)C(C)C.Cl,IC50,5.0,nM,B,Homo sapiens,Homo sapiens,8.301
CHEMBL3143479,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C)C(=O)NCc1cccc[n+]1[O-],IC50,0.43,nM,B,Homo sapiens,Homo sapiens,9.367
CHEMBL239085,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@@](C)(c1ccccc1)O2,IC50,860.0,nM,B,Homo sapiens,Homo sapiens,6.066
CHEMBL239496,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL446741,COc1cccc(CN(C(=O)C2=C(c3ccc(CCN(C)Cc4c(Cl)ccc(Cl)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL449779,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,101.0,nM,B,Homo sapiens,Homo sapiens,6.996
CHEMBL196986,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)cc2)cc1,IC50,300.0,nM,B,Homo sapiens,Homo sapiens,6.523
CHEMBL370804,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2F)cc1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens,6.638
CHEMBL536981,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCN2CCOCC2)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL540112,CCCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC)C(C)C)ccc1OC.Cl,IC50,70.0,nM,B,Homo sapiens,Homo sapiens,7.155
CHEMBL537655,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOCC)c1)C(C)C.Cl,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL535185,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCc2nnn[nH]2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL556343,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL536296,CCOC(=O)CCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL557788,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2C[C@H](C)O[C@H](C)C2)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL556766,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)c(OCC(N)=O)c1)C(C)C.Cl,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL536982,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCSCC2)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL2115367,CC(C)Cc1nc(-c2ccccc2)cn2c([C@H](Cc3cccnc3)C(=O)N[C@@H](CC3CCCCC3)C(N)CC(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12,IC50,100.0,nM,B,Homo sapiens,Homo sapiens,7.0
CHEMBL558370,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)c(OCC(=O)OC)c1)C(C)C.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL556343,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC.Cl,IC50,5.0,nM,B,Homo sapiens,Homo sapiens,8.301
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL535855,CNC(=O)C(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL537223,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2nn[nH]n2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL536306,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCC(=O)N(C)C)C(C)C)C(C)C)ccc1OC.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL536992,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,100.0,nM,B,Homo sapiens,Homo sapiens,7.0
CHEMBL558576,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL3907708,COC(=O)[C@H]1CNC[C@@H](N(CC(C)C)C(=O)c2cnc(C(C)(C)C)nc2NCc2ccco2)C1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL3889771,CCCCCCc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,29.0,nM,B,Homo sapiens,Homo sapiens,7.538
CHEMBL3916704,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(N)=O)C1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL305717,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)Cc1nnc2c(CC(C)C)nc(-c3ccccc3)cn12)C(C)C,IC50,30.0,nM,B,Homo sapiens,Homo sapiens,7.523
CHEMBL3142184,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL454732,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens,9.538
CHEMBL447097,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(OC)c3C)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,29.0,nM,B,Homo sapiens,Homo sapiens,7.538
CHEMBL475671,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.79,nM,B,Homo sapiens,Homo sapiens,9.102
CHEMBL452147,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.28,nM,B,Homo sapiens,Homo sapiens,9.553
CHEMBL448175,NC(=O)CCC(=O)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,IC50,56.0,nM,B,Homo sapiens,Homo sapiens,7.252
CHEMBL26076,CC[C@@H](C)CNC(=O)[C@@H](NC(O)[C@@H](CC(=O)[C@H](CC(=O)O)NC(=O)COc1ccccc1)CC1CCCCC1)C(C)C,IC50,5.2,nM,B,Homo sapiens,Homo sapiens,8.284
CHEMBL561141,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CNC(=O)OC)c1)C(C)C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL560486,COCCCOc1cc(CN(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL3318939,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cc2F)C2CC2)C1.Cl,IC50,0.3,nM,B,Homo sapiens,Homo sapiens,9.523
CHEMBL496416,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCO)c2cccc(Cl)c2)C1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL590868,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2F)C1,IC50,6.2,nM,B,Homo sapiens,Homo sapiens,8.208
CHEMBL536749,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCC(C)(C)N2CCOCC2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL558790,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCO)c1)C(C)C.Cl,IC50,36.0,nM,B,Homo sapiens,Homo sapiens,7.444
CHEMBL3143425,CCOP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OCC,IC50,72.0,nM,B,Homo sapiens,Homo sapiens,7.143
CHEMBL241458,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,141.0,nM,B,Homo sapiens,Homo sapiens,6.851
CHEMBL430372,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccccc1)O2,IC50,220.0,nM,B,Homo sapiens,Homo sapiens,6.658
CHEMBL239319,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@H](C)O2,IC50,310.0,nM,B,Homo sapiens,Homo sapiens,6.509
CHEMBL239100,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CC(C)O2,IC50,235.0,nM,B,Homo sapiens,Homo sapiens,6.629
CHEMBL1790066,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)O)C(C)C)C(=O)N(C)c1ccccn1,IC50,0.7,nM,B,Homo sapiens,Homo sapiens,9.155
CHEMBL3143418,COP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC,IC50,39.0,nM,B,Homo sapiens,Homo sapiens,7.409
CHEMBL509242,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4cccc(Cl)c4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL352572,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1CC2CCCN2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,IC50,141.0,nM,B,Homo sapiens,Homo sapiens,6.851
CHEMBL507560,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.83,nM,B,Homo sapiens,Homo sapiens,9.081
CHEMBL443192,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(C)c3C)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,0.25,nM,B,Homo sapiens,Homo sapiens,9.602
CHEMBL505760,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL470878,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccccc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,384.0,nM,B,Homo sapiens,Homo sapiens,6.416
CHEMBL443469,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccccc3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,25.0,nM,B,Homo sapiens,Homo sapiens,7.602
CHEMBL501586,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4cccs4)C[C@@H](C2)N3)cc1,IC50,278.0,nM,B,Homo sapiens,Homo sapiens,6.556
CHEMBL1093286,COCCCc1ccc(Cl)c(CN(C(=O)[C@H](CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens,10.046
CHEMBL1092524,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCC#N)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,0.27,nM,B,Homo sapiens,Homo sapiens,9.569
CHEMBL1093936,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)c[n+]1[O-],IC50,0.3,nM,B,Homo sapiens,Homo sapiens,9.523
CHEMBL1093935,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)cn1,IC50,0.19,nM,B,Homo sapiens,Homo sapiens,9.721
CHEMBL73712,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCNCC1,IC50,0.65,nM,B,Homo sapiens,Homo sapiens,9.187
CHEMBL159462,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,IC50,78.0,nM,B,Homo sapiens,Homo sapiens,7.108
CHEMBL318672,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,0.43,nM,B,Homo sapiens,Homo sapiens,9.367
CHEMBL94677,N[C@H]1CC[C@@H](S(=O)(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.31,nM,B,Homo sapiens,Homo sapiens,9.509
CHEMBL96796,CCC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL3142182,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,720.0,nM,B,Homo sapiens,Homo sapiens,6.143
CHEMBL93763,N[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens,9.328
CHEMBL306338,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL241032,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)OC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL240813,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNS(C)(=O)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,630.0,nM,B,Homo sapiens,Homo sapiens,6.201
CHEMBL398997,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@@H](C)O2,IC50,325.0,nM,B,Homo sapiens,Homo sapiens,6.488
CHEMBL557063,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL561407,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CCCCOC)c1)C(C)C,IC50,15.0,nM,B,Homo sapiens,Homo sapiens,7.824
CHEMBL1790063,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,IC50,17.0,nM,B,Homo sapiens,Homo sapiens,7.77
CHEMBL45727,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)CCS(=O)(=O)C(C)C)cc1,IC50,41.0,nM,B,Homo sapiens,Homo sapiens,7.387
CHEMBL451603,COc1cccc(CN(C(=O)C2=C(c3ccc(CN(C)Cc4c(F)ccc(F)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,IC50,2.9,nM,B,Homo sapiens,Homo sapiens,8.538
CHEMBL503443,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.33,nM,B,Homo sapiens,Homo sapiens,9.481
CHEMBL500811,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CNC[C@@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,88.0,nM,B,Homo sapiens,Homo sapiens,7.056
CHEMBL1092525,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCCO)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens,10.046
CHEMBL1092525,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCCO)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,6.4,nM,B,Homo sapiens,Homo sapiens,8.194
CHEMBL1093934,Cc1cc(Cl)c(OCCCc2ccc(C[C@@H](CN)C(=O)N(Cc3cc(CCCC#N)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,4.6,nM,B,Homo sapiens,Homo sapiens,8.337
CHEMBL1093285,COCCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,5.8,nM,B,Homo sapiens,Homo sapiens,8.237
CHEMBL1093286,COCCCc1ccc(Cl)c(CN(C(=O)[C@H](CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL1093936,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)c[n+]1[O-],IC50,1.8,nM,B,Homo sapiens,Homo sapiens,8.745
CHEMBL231043,CC(C)CCNC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL1088290,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,1.2,nM,B,Homo sapiens,Homo sapiens,8.921
CHEMBL1076443,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2COC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,0.68,nM,B,Homo sapiens,Homo sapiens,9.167
CHEMBL591341,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccccc2)C1,IC50,1.17,nM,B,Homo sapiens,Homo sapiens,8.932
CHEMBL590388,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(Cl)ccc2F)C1,IC50,0.62,nM,B,Homo sapiens,Homo sapiens,9.208
CHEMBL1088290,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,53.0,nM,B,Homo sapiens,Homo sapiens,7.276
CHEMBL1076444,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CCC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,113.0,nM,B,Homo sapiens,Homo sapiens,6.947
CHEMBL496827,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(OC)c2)C1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL496042,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL496232,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(F)c2)C1,IC50,47.0,nM,B,Homo sapiens,Homo sapiens,7.328
CHEMBL1076448,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C3(CC3)CNC2)C2CC2)c1C,IC50,210.0,nM,B,Homo sapiens,Homo sapiens,6.678
CHEMBL353820,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,IC50,16.0,nM,B,Homo sapiens,Homo sapiens,7.796
CHEMBL306275,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)/C(=C/c1ccccc1)CC(=O)N1CCOCC1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
